left,top,right,bottom,id
11162269.7411234211176634,589329.0708626243285835,11163269.7411234211176634,588329.0708626243285835,"618"
11162269.7411234211176634,588329.0708626243285835,11163269.7411234211176634,587329.0708626243285835,"619"
11162269.7411234211176634,587329.0708626243285835,11163269.7411234211176634,586329.0708626243285835,"620"
11162269.7411234211176634,586329.0708626243285835,11163269.7411234211176634,585329.0708626243285835,"621"
11162269.7411234211176634,585329.0708626243285835,11163269.7411234211176634,584329.0708626243285835,"622"
11162269.7411234211176634,584329.0708626243285835,11163269.7411234211176634,583329.0708626243285835,"623"
11162269.7411234211176634,583329.0708626243285835,11163269.7411234211176634,582329.0708626243285835,"624"
11162269.7411234211176634,582329.0708626243285835,11163269.7411234211176634,581329.0708626243285835,"625"
11162269.7411234211176634,581329.0708626243285835,11163269.7411234211176634,580329.0708626243285835,"626"
11162269.7411234211176634,580329.0708626243285835,11163269.7411234211176634,579329.0708626243285835,"627"
11162269.7411234211176634,579329.0708626243285835,11163269.7411234211176634,578329.0708626243285835,"628"
11162269.7411234211176634,578329.0708626243285835,11163269.7411234211176634,577329.0708626243285835,"629"
11162269.7411234211176634,577329.0708626243285835,11163269.7411234211176634,576329.0708626243285835,"630"
11162269.7411234211176634,576329.0708626243285835,11163269.7411234211176634,575329.0708626243285835,"631"
11162269.7411234211176634,575329.0708626243285835,11163269.7411234211176634,574329.0708626243285835,"632"
11162269.7411234211176634,574329.0708626243285835,11163269.7411234211176634,573329.0708626243285835,"633"
11162269.7411234211176634,573329.0708626243285835,11163269.7411234211176634,572329.0708626243285835,"634"
11162269.7411234211176634,572329.0708626243285835,11163269.7411234211176634,571329.0708626243285835,"635"
11162269.7411234211176634,571329.0708626243285835,11163269.7411234211176634,570329.0708626243285835,"636"
11163269.7411234211176634,623329.0708626243285835,11164269.7411234211176634,622329.0708626243285835,"637"
11163269.7411234211176634,622329.0708626243285835,11164269.7411234211176634,621329.0708626243285835,"638"
11163269.7411234211176634,621329.0708626243285835,11164269.7411234211176634,620329.0708626243285835,"639"
11163269.7411234211176634,620329.0708626243285835,11164269.7411234211176634,619329.0708626243285835,"640"
11163269.7411234211176634,619329.0708626243285835,11164269.7411234211176634,618329.0708626243285835,"641"
11163269.7411234211176634,618329.0708626243285835,11164269.7411234211176634,617329.0708626243285835,"642"
11163269.7411234211176634,617329.0708626243285835,11164269.7411234211176634,616329.0708626243285835,"643"
11163269.7411234211176634,616329.0708626243285835,11164269.7411234211176634,615329.0708626243285835,"644"
11163269.7411234211176634,615329.0708626243285835,11164269.7411234211176634,614329.0708626243285835,"645"
11163269.7411234211176634,614329.0708626243285835,11164269.7411234211176634,613329.0708626243285835,"646"
11163269.7411234211176634,613329.0708626243285835,11164269.7411234211176634,612329.0708626243285835,"647"
11163269.7411234211176634,612329.0708626243285835,11164269.7411234211176634,611329.0708626243285835,"648"
11163269.7411234211176634,611329.0708626243285835,11164269.7411234211176634,610329.0708626243285835,"649"
11163269.7411234211176634,610329.0708626243285835,11164269.7411234211176634,609329.0708626243285835,"650"
11163269.7411234211176634,609329.0708626243285835,11164269.7411234211176634,608329.0708626243285835,"651"
11163269.7411234211176634,608329.0708626243285835,11164269.7411234211176634,607329.0708626243285835,"652"
11163269.7411234211176634,607329.0708626243285835,11164269.7411234211176634,606329.0708626243285835,"653"
11163269.7411234211176634,606329.0708626243285835,11164269.7411234211176634,605329.0708626243285835,"654"
11163269.7411234211176634,605329.0708626243285835,11164269.7411234211176634,604329.0708626243285835,"655"
11163269.7411234211176634,604329.0708626243285835,11164269.7411234211176634,603329.0708626243285835,"656"
11163269.7411234211176634,603329.0708626243285835,11164269.7411234211176634,602329.0708626243285835,"657"
11163269.7411234211176634,602329.0708626243285835,11164269.7411234211176634,601329.0708626243285835,"658"
11163269.7411234211176634,601329.0708626243285835,11164269.7411234211176634,600329.0708626243285835,"659"
11163269.7411234211176634,600329.0708626243285835,11164269.7411234211176634,599329.0708626243285835,"660"
11163269.7411234211176634,599329.0708626243285835,11164269.7411234211176634,598329.0708626243285835,"661"
11163269.7411234211176634,598329.0708626243285835,11164269.7411234211176634,597329.0708626243285835,"662"
11163269.7411234211176634,597329.0708626243285835,11164269.7411234211176634,596329.0708626243285835,"663"
11163269.7411234211176634,596329.0708626243285835,11164269.7411234211176634,595329.0708626243285835,"664"
11163269.7411234211176634,595329.0708626243285835,11164269.7411234211176634,594329.0708626243285835,"665"
11163269.7411234211176634,594329.0708626243285835,11164269.7411234211176634,593329.0708626243285835,"666"
11163269.7411234211176634,593329.0708626243285835,11164269.7411234211176634,592329.0708626243285835,"667"
11163269.7411234211176634,592329.0708626243285835,11164269.7411234211176634,591329.0708626243285835,"668"
11163269.7411234211176634,591329.0708626243285835,11164269.7411234211176634,590329.0708626243285835,"669"
11163269.7411234211176634,590329.0708626243285835,11164269.7411234211176634,589329.0708626243285835,"670"
11163269.7411234211176634,589329.0708626243285835,11164269.7411234211176634,588329.0708626243285835,"671"
11163269.7411234211176634,588329.0708626243285835,11164269.7411234211176634,587329.0708626243285835,"672"
11163269.7411234211176634,587329.0708626243285835,11164269.7411234211176634,586329.0708626243285835,"673"
11163269.7411234211176634,586329.0708626243285835,11164269.7411234211176634,585329.0708626243285835,"674"
11163269.7411234211176634,585329.0708626243285835,11164269.7411234211176634,584329.0708626243285835,"675"
11163269.7411234211176634,584329.0708626243285835,11164269.7411234211176634,583329.0708626243285835,"676"
11163269.7411234211176634,583329.0708626243285835,11164269.7411234211176634,582329.0708626243285835,"677"
11163269.7411234211176634,582329.0708626243285835,11164269.7411234211176634,581329.0708626243285835,"678"
11163269.7411234211176634,581329.0708626243285835,11164269.7411234211176634,580329.0708626243285835,"679"
11163269.7411234211176634,580329.0708626243285835,11164269.7411234211176634,579329.0708626243285835,"680"
11163269.7411234211176634,579329.0708626243285835,11164269.7411234211176634,578329.0708626243285835,"681"
11163269.7411234211176634,578329.0708626243285835,11164269.7411234211176634,577329.0708626243285835,"682"
11163269.7411234211176634,577329.0708626243285835,11164269.7411234211176634,576329.0708626243285835,"683"
11163269.7411234211176634,576329.0708626243285835,11164269.7411234211176634,575329.0708626243285835,"684"
11163269.7411234211176634,575329.0708626243285835,11164269.7411234211176634,574329.0708626243285835,"685"
11163269.7411234211176634,574329.0708626243285835,11164269.7411234211176634,573329.0708626243285835,"686"
11163269.7411234211176634,573329.0708626243285835,11164269.7411234211176634,572329.0708626243285835,"687"
11163269.7411234211176634,572329.0708626243285835,11164269.7411234211176634,571329.0708626243285835,"688"
11163269.7411234211176634,571329.0708626243285835,11164269.7411234211176634,570329.0708626243285835,"689"
11164269.7411234211176634,623329.0708626243285835,11165269.7411234211176634,622329.0708626243285835,"690"
11164269.7411234211176634,622329.0708626243285835,11165269.7411234211176634,621329.0708626243285835,"691"
11164269.7411234211176634,621329.0708626243285835,11165269.7411234211176634,620329.0708626243285835,"692"
11164269.7411234211176634,620329.0708626243285835,11165269.7411234211176634,619329.0708626243285835,"693"
11164269.7411234211176634,619329.0708626243285835,11165269.7411234211176634,618329.0708626243285835,"694"
11164269.7411234211176634,618329.0708626243285835,11165269.7411234211176634,617329.0708626243285835,"695"
11164269.7411234211176634,617329.0708626243285835,11165269.7411234211176634,616329.0708626243285835,"696"
11164269.7411234211176634,616329.0708626243285835,11165269.7411234211176634,615329.0708626243285835,"697"
11164269.7411234211176634,615329.0708626243285835,11165269.7411234211176634,614329.0708626243285835,"698"
11164269.7411234211176634,614329.0708626243285835,11165269.7411234211176634,613329.0708626243285835,"699"
11164269.7411234211176634,613329.0708626243285835,11165269.7411234211176634,612329.0708626243285835,"700"
11164269.7411234211176634,612329.0708626243285835,11165269.7411234211176634,611329.0708626243285835,"701"
11164269.7411234211176634,611329.0708626243285835,11165269.7411234211176634,610329.0708626243285835,"702"
11164269.7411234211176634,610329.0708626243285835,11165269.7411234211176634,609329.0708626243285835,"703"
11164269.7411234211176634,609329.0708626243285835,11165269.7411234211176634,608329.0708626243285835,"704"
11164269.7411234211176634,608329.0708626243285835,11165269.7411234211176634,607329.0708626243285835,"705"
11164269.7411234211176634,607329.0708626243285835,11165269.7411234211176634,606329.0708626243285835,"706"
11164269.7411234211176634,606329.0708626243285835,11165269.7411234211176634,605329.0708626243285835,"707"
11164269.7411234211176634,605329.0708626243285835,11165269.7411234211176634,604329.0708626243285835,"708"
11164269.7411234211176634,604329.0708626243285835,11165269.7411234211176634,603329.0708626243285835,"709"
11164269.7411234211176634,603329.0708626243285835,11165269.7411234211176634,602329.0708626243285835,"710"
11164269.7411234211176634,602329.0708626243285835,11165269.7411234211176634,601329.0708626243285835,"711"
11164269.7411234211176634,601329.0708626243285835,11165269.7411234211176634,600329.0708626243285835,"712"
11164269.7411234211176634,600329.0708626243285835,11165269.7411234211176634,599329.0708626243285835,"713"
11164269.7411234211176634,599329.0708626243285835,11165269.7411234211176634,598329.0708626243285835,"714"
11164269.7411234211176634,598329.0708626243285835,11165269.7411234211176634,597329.0708626243285835,"715"
11164269.7411234211176634,597329.0708626243285835,11165269.7411234211176634,596329.0708626243285835,"716"
11164269.7411234211176634,596329.0708626243285835,11165269.7411234211176634,595329.0708626243285835,"717"
11164269.7411234211176634,595329.0708626243285835,11165269.7411234211176634,594329.0708626243285835,"718"
11164269.7411234211176634,594329.0708626243285835,11165269.7411234211176634,593329.0708626243285835,"719"
11164269.7411234211176634,593329.0708626243285835,11165269.7411234211176634,592329.0708626243285835,"720"
11164269.7411234211176634,592329.0708626243285835,11165269.7411234211176634,591329.0708626243285835,"721"
11164269.7411234211176634,591329.0708626243285835,11165269.7411234211176634,590329.0708626243285835,"722"
11164269.7411234211176634,590329.0708626243285835,11165269.7411234211176634,589329.0708626243285835,"723"
11164269.7411234211176634,589329.0708626243285835,11165269.7411234211176634,588329.0708626243285835,"724"
11164269.7411234211176634,588329.0708626243285835,11165269.7411234211176634,587329.0708626243285835,"725"
11164269.7411234211176634,587329.0708626243285835,11165269.7411234211176634,586329.0708626243285835,"726"
11164269.7411234211176634,586329.0708626243285835,11165269.7411234211176634,585329.0708626243285835,"727"
11164269.7411234211176634,585329.0708626243285835,11165269.7411234211176634,584329.0708626243285835,"728"
11164269.7411234211176634,584329.0708626243285835,11165269.7411234211176634,583329.0708626243285835,"729"
11164269.7411234211176634,583329.0708626243285835,11165269.7411234211176634,582329.0708626243285835,"730"
11164269.7411234211176634,582329.0708626243285835,11165269.7411234211176634,581329.0708626243285835,"731"
11164269.7411234211176634,581329.0708626243285835,11165269.7411234211176634,580329.0708626243285835,"732"
11164269.7411234211176634,580329.0708626243285835,11165269.7411234211176634,579329.0708626243285835,"733"
11164269.7411234211176634,579329.0708626243285835,11165269.7411234211176634,578329.0708626243285835,"734"
11164269.7411234211176634,578329.0708626243285835,11165269.7411234211176634,577329.0708626243285835,"735"
11164269.7411234211176634,577329.0708626243285835,11165269.7411234211176634,576329.0708626243285835,"736"
11164269.7411234211176634,576329.0708626243285835,11165269.7411234211176634,575329.0708626243285835,"737"
11164269.7411234211176634,575329.0708626243285835,11165269.7411234211176634,574329.0708626243285835,"738"
11164269.7411234211176634,574329.0708626243285835,11165269.7411234211176634,573329.0708626243285835,"739"
11164269.7411234211176634,573329.0708626243285835,11165269.7411234211176634,572329.0708626243285835,"740"
11164269.7411234211176634,572329.0708626243285835,11165269.7411234211176634,571329.0708626243285835,"741"
11164269.7411234211176634,571329.0708626243285835,11165269.7411234211176634,570329.0708626243285835,"742"
11165269.7411234211176634,623329.0708626243285835,11166269.7411234211176634,622329.0708626243285835,"743"
11165269.7411234211176634,622329.0708626243285835,11166269.7411234211176634,621329.0708626243285835,"744"
11165269.7411234211176634,621329.0708626243285835,11166269.7411234211176634,620329.0708626243285835,"745"
11165269.7411234211176634,620329.0708626243285835,11166269.7411234211176634,619329.0708626243285835,"746"
11165269.7411234211176634,619329.0708626243285835,11166269.7411234211176634,618329.0708626243285835,"747"
11165269.7411234211176634,618329.0708626243285835,11166269.7411234211176634,617329.0708626243285835,"748"
11165269.7411234211176634,617329.0708626243285835,11166269.7411234211176634,616329.0708626243285835,"749"
11165269.7411234211176634,616329.0708626243285835,11166269.7411234211176634,615329.0708626243285835,"750"
11165269.7411234211176634,615329.0708626243285835,11166269.7411234211176634,614329.0708626243285835,"751"
11165269.7411234211176634,614329.0708626243285835,11166269.7411234211176634,613329.0708626243285835,"752"
11165269.7411234211176634,613329.0708626243285835,11166269.7411234211176634,612329.0708626243285835,"753"
11165269.7411234211176634,612329.0708626243285835,11166269.7411234211176634,611329.0708626243285835,"754"
11165269.7411234211176634,611329.0708626243285835,11166269.7411234211176634,610329.0708626243285835,"755"
11165269.7411234211176634,610329.0708626243285835,11166269.7411234211176634,609329.0708626243285835,"756"
11165269.7411234211176634,609329.0708626243285835,11166269.7411234211176634,608329.0708626243285835,"757"
11165269.7411234211176634,608329.0708626243285835,11166269.7411234211176634,607329.0708626243285835,"758"
11165269.7411234211176634,607329.0708626243285835,11166269.7411234211176634,606329.0708626243285835,"759"
11165269.7411234211176634,606329.0708626243285835,11166269.7411234211176634,605329.0708626243285835,"760"
11165269.7411234211176634,605329.0708626243285835,11166269.7411234211176634,604329.0708626243285835,"761"
11165269.7411234211176634,604329.0708626243285835,11166269.7411234211176634,603329.0708626243285835,"762"
11165269.7411234211176634,603329.0708626243285835,11166269.7411234211176634,602329.0708626243285835,"763"
11165269.7411234211176634,602329.0708626243285835,11166269.7411234211176634,601329.0708626243285835,"764"
11165269.7411234211176634,601329.0708626243285835,11166269.7411234211176634,600329.0708626243285835,"765"
11165269.7411234211176634,600329.0708626243285835,11166269.7411234211176634,599329.0708626243285835,"766"
11165269.7411234211176634,599329.0708626243285835,11166269.7411234211176634,598329.0708626243285835,"767"
11165269.7411234211176634,598329.0708626243285835,11166269.7411234211176634,597329.0708626243285835,"768"
11165269.7411234211176634,597329.0708626243285835,11166269.7411234211176634,596329.0708626243285835,"769"
11165269.7411234211176634,596329.0708626243285835,11166269.7411234211176634,595329.0708626243285835,"770"
11165269.7411234211176634,595329.0708626243285835,11166269.7411234211176634,594329.0708626243285835,"771"
11165269.7411234211176634,594329.0708626243285835,11166269.7411234211176634,593329.0708626243285835,"772"
11165269.7411234211176634,593329.0708626243285835,11166269.7411234211176634,592329.0708626243285835,"773"
11165269.7411234211176634,592329.0708626243285835,11166269.7411234211176634,591329.0708626243285835,"774"
11165269.7411234211176634,591329.0708626243285835,11166269.7411234211176634,590329.0708626243285835,"775"
11165269.7411234211176634,590329.0708626243285835,11166269.7411234211176634,589329.0708626243285835,"776"
11165269.7411234211176634,589329.0708626243285835,11166269.7411234211176634,588329.0708626243285835,"777"
11165269.7411234211176634,588329.0708626243285835,11166269.7411234211176634,587329.0708626243285835,"778"
11165269.7411234211176634,587329.0708626243285835,11166269.7411234211176634,586329.0708626243285835,"779"
11165269.7411234211176634,586329.0708626243285835,11166269.7411234211176634,585329.0708626243285835,"780"
11165269.7411234211176634,585329.0708626243285835,11166269.7411234211176634,584329.0708626243285835,"781"
11165269.7411234211176634,584329.0708626243285835,11166269.7411234211176634,583329.0708626243285835,"782"
11165269.7411234211176634,583329.0708626243285835,11166269.7411234211176634,582329.0708626243285835,"783"
11165269.7411234211176634,582329.0708626243285835,11166269.7411234211176634,581329.0708626243285835,"784"
11165269.7411234211176634,581329.0708626243285835,11166269.7411234211176634,580329.0708626243285835,"785"
11165269.7411234211176634,580329.0708626243285835,11166269.7411234211176634,579329.0708626243285835,"786"
11165269.7411234211176634,579329.0708626243285835,11166269.7411234211176634,578329.0708626243285835,"787"
11165269.7411234211176634,578329.0708626243285835,11166269.7411234211176634,577329.0708626243285835,"788"
11165269.7411234211176634,577329.0708626243285835,11166269.7411234211176634,576329.0708626243285835,"789"
11165269.7411234211176634,576329.0708626243285835,11166269.7411234211176634,575329.0708626243285835,"790"
11165269.7411234211176634,575329.0708626243285835,11166269.7411234211176634,574329.0708626243285835,"791"
11165269.7411234211176634,574329.0708626243285835,11166269.7411234211176634,573329.0708626243285835,"792"
11165269.7411234211176634,573329.0708626243285835,11166269.7411234211176634,572329.0708626243285835,"793"
11165269.7411234211176634,572329.0708626243285835,11166269.7411234211176634,571329.0708626243285835,"794"
11165269.7411234211176634,571329.0708626243285835,11166269.7411234211176634,570329.0708626243285835,"795"
11166269.7411234211176634,623329.0708626243285835,11167269.7411234211176634,622329.0708626243285835,"796"
11166269.7411234211176634,622329.0708626243285835,11167269.7411234211176634,621329.0708626243285835,"797"
11166269.7411234211176634,621329.0708626243285835,11167269.7411234211176634,620329.0708626243285835,"798"
11166269.7411234211176634,620329.0708626243285835,11167269.7411234211176634,619329.0708626243285835,"799"
11166269.7411234211176634,619329.0708626243285835,11167269.7411234211176634,618329.0708626243285835,"800"
11166269.7411234211176634,618329.0708626243285835,11167269.7411234211176634,617329.0708626243285835,"801"
11166269.7411234211176634,617329.0708626243285835,11167269.7411234211176634,616329.0708626243285835,"802"
11166269.7411234211176634,616329.0708626243285835,11167269.7411234211176634,615329.0708626243285835,"803"
11166269.7411234211176634,615329.0708626243285835,11167269.7411234211176634,614329.0708626243285835,"804"
11166269.7411234211176634,614329.0708626243285835,11167269.7411234211176634,613329.0708626243285835,"805"
11166269.7411234211176634,613329.0708626243285835,11167269.7411234211176634,612329.0708626243285835,"806"
11166269.7411234211176634,612329.0708626243285835,11167269.7411234211176634,611329.0708626243285835,"807"
11166269.7411234211176634,611329.0708626243285835,11167269.7411234211176634,610329.0708626243285835,"808"
11166269.7411234211176634,610329.0708626243285835,11167269.7411234211176634,609329.0708626243285835,"809"
11166269.7411234211176634,609329.0708626243285835,11167269.7411234211176634,608329.0708626243285835,"810"
11166269.7411234211176634,608329.0708626243285835,11167269.7411234211176634,607329.0708626243285835,"811"
11166269.7411234211176634,607329.0708626243285835,11167269.7411234211176634,606329.0708626243285835,"812"
11166269.7411234211176634,606329.0708626243285835,11167269.7411234211176634,605329.0708626243285835,"813"
11166269.7411234211176634,605329.0708626243285835,11167269.7411234211176634,604329.0708626243285835,"814"
11166269.7411234211176634,604329.0708626243285835,11167269.7411234211176634,603329.0708626243285835,"815"
11166269.7411234211176634,603329.0708626243285835,11167269.7411234211176634,602329.0708626243285835,"816"
11166269.7411234211176634,602329.0708626243285835,11167269.7411234211176634,601329.0708626243285835,"817"
11166269.7411234211176634,601329.0708626243285835,11167269.7411234211176634,600329.0708626243285835,"818"
11166269.7411234211176634,600329.0708626243285835,11167269.7411234211176634,599329.0708626243285835,"819"
11166269.7411234211176634,599329.0708626243285835,11167269.7411234211176634,598329.0708626243285835,"820"
11166269.7411234211176634,598329.0708626243285835,11167269.7411234211176634,597329.0708626243285835,"821"
11166269.7411234211176634,597329.0708626243285835,11167269.7411234211176634,596329.0708626243285835,"822"
11166269.7411234211176634,596329.0708626243285835,11167269.7411234211176634,595329.0708626243285835,"823"
11166269.7411234211176634,595329.0708626243285835,11167269.7411234211176634,594329.0708626243285835,"824"
11166269.7411234211176634,594329.0708626243285835,11167269.7411234211176634,593329.0708626243285835,"825"
11166269.7411234211176634,593329.0708626243285835,11167269.7411234211176634,592329.0708626243285835,"826"
11166269.7411234211176634,592329.0708626243285835,11167269.7411234211176634,591329.0708626243285835,"827"
11166269.7411234211176634,591329.0708626243285835,11167269.7411234211176634,590329.0708626243285835,"828"
11166269.7411234211176634,590329.0708626243285835,11167269.7411234211176634,589329.0708626243285835,"829"
11166269.7411234211176634,589329.0708626243285835,11167269.7411234211176634,588329.0708626243285835,"830"
11166269.7411234211176634,588329.0708626243285835,11167269.7411234211176634,587329.0708626243285835,"831"
11166269.7411234211176634,587329.0708626243285835,11167269.7411234211176634,586329.0708626243285835,"832"
11166269.7411234211176634,586329.0708626243285835,11167269.7411234211176634,585329.0708626243285835,"833"
11166269.7411234211176634,585329.0708626243285835,11167269.7411234211176634,584329.0708626243285835,"834"
11166269.7411234211176634,584329.0708626243285835,11167269.7411234211176634,583329.0708626243285835,"835"
11166269.7411234211176634,583329.0708626243285835,11167269.7411234211176634,582329.0708626243285835,"836"
11166269.7411234211176634,582329.0708626243285835,11167269.7411234211176634,581329.0708626243285835,"837"
11166269.7411234211176634,581329.0708626243285835,11167269.7411234211176634,580329.0708626243285835,"838"
11166269.7411234211176634,580329.0708626243285835,11167269.7411234211176634,579329.0708626243285835,"839"
11166269.7411234211176634,579329.0708626243285835,11167269.7411234211176634,578329.0708626243285835,"840"
11166269.7411234211176634,578329.0708626243285835,11167269.7411234211176634,577329.0708626243285835,"841"
11166269.7411234211176634,577329.0708626243285835,11167269.7411234211176634,576329.0708626243285835,"842"
11166269.7411234211176634,576329.0708626243285835,11167269.7411234211176634,575329.0708626243285835,"843"
11166269.7411234211176634,575329.0708626243285835,11167269.7411234211176634,574329.0708626243285835,"844"
11166269.7411234211176634,574329.0708626243285835,11167269.7411234211176634,573329.0708626243285835,"845"
11166269.7411234211176634,573329.0708626243285835,11167269.7411234211176634,572329.0708626243285835,"846"
11166269.7411234211176634,572329.0708626243285835,11167269.7411234211176634,571329.0708626243285835,"847"
11166269.7411234211176634,571329.0708626243285835,11167269.7411234211176634,570329.0708626243285835,"848"
11167269.7411234211176634,623329.0708626243285835,11168269.7411234211176634,622329.0708626243285835,"849"
11167269.7411234211176634,622329.0708626243285835,11168269.7411234211176634,621329.0708626243285835,"850"
11167269.7411234211176634,621329.0708626243285835,11168269.7411234211176634,620329.0708626243285835,"851"
11167269.7411234211176634,620329.0708626243285835,11168269.7411234211176634,619329.0708626243285835,"852"
11167269.7411234211176634,619329.0708626243285835,11168269.7411234211176634,618329.0708626243285835,"853"
11167269.7411234211176634,618329.0708626243285835,11168269.7411234211176634,617329.0708626243285835,"854"
11167269.7411234211176634,617329.0708626243285835,11168269.7411234211176634,616329.0708626243285835,"855"
11167269.7411234211176634,616329.0708626243285835,11168269.7411234211176634,615329.0708626243285835,"856"
11167269.7411234211176634,615329.0708626243285835,11168269.7411234211176634,614329.0708626243285835,"857"
11167269.7411234211176634,614329.0708626243285835,11168269.7411234211176634,613329.0708626243285835,"858"
11167269.7411234211176634,613329.0708626243285835,11168269.7411234211176634,612329.0708626243285835,"859"
11167269.7411234211176634,612329.0708626243285835,11168269.7411234211176634,611329.0708626243285835,"860"
11167269.7411234211176634,611329.0708626243285835,11168269.7411234211176634,610329.0708626243285835,"861"
11167269.7411234211176634,610329.0708626243285835,11168269.7411234211176634,609329.0708626243285835,"862"
11167269.7411234211176634,609329.0708626243285835,11168269.7411234211176634,608329.0708626243285835,"863"
11167269.7411234211176634,608329.0708626243285835,11168269.7411234211176634,607329.0708626243285835,"864"
11167269.7411234211176634,607329.0708626243285835,11168269.7411234211176634,606329.0708626243285835,"865"
11167269.7411234211176634,606329.0708626243285835,11168269.7411234211176634,605329.0708626243285835,"866"
11167269.7411234211176634,605329.0708626243285835,11168269.7411234211176634,604329.0708626243285835,"867"
11167269.7411234211176634,604329.0708626243285835,11168269.7411234211176634,603329.0708626243285835,"868"
11167269.7411234211176634,603329.0708626243285835,11168269.7411234211176634,602329.0708626243285835,"869"
11167269.7411234211176634,602329.0708626243285835,11168269.7411234211176634,601329.0708626243285835,"870"
11167269.7411234211176634,601329.0708626243285835,11168269.7411234211176634,600329.0708626243285835,"871"
11167269.7411234211176634,600329.0708626243285835,11168269.7411234211176634,599329.0708626243285835,"872"
11167269.7411234211176634,599329.0708626243285835,11168269.7411234211176634,598329.0708626243285835,"873"
11167269.7411234211176634,598329.0708626243285835,11168269.7411234211176634,597329.0708626243285835,"874"
11167269.7411234211176634,597329.0708626243285835,11168269.7411234211176634,596329.0708626243285835,"875"
11167269.7411234211176634,596329.0708626243285835,11168269.7411234211176634,595329.0708626243285835,"876"
11167269.7411234211176634,595329.0708626243285835,11168269.7411234211176634,594329.0708626243285835,"877"
11167269.7411234211176634,594329.0708626243285835,11168269.7411234211176634,593329.0708626243285835,"878"
11167269.7411234211176634,593329.0708626243285835,11168269.7411234211176634,592329.0708626243285835,"879"
11167269.7411234211176634,592329.0708626243285835,11168269.7411234211176634,591329.0708626243285835,"880"
11167269.7411234211176634,591329.0708626243285835,11168269.7411234211176634,590329.0708626243285835,"881"
11167269.7411234211176634,590329.0708626243285835,11168269.7411234211176634,589329.0708626243285835,"882"
11167269.7411234211176634,589329.0708626243285835,11168269.7411234211176634,588329.0708626243285835,"883"
11167269.7411234211176634,588329.0708626243285835,11168269.7411234211176634,587329.0708626243285835,"884"
11167269.7411234211176634,587329.0708626243285835,11168269.7411234211176634,586329.0708626243285835,"885"
11167269.7411234211176634,586329.0708626243285835,11168269.7411234211176634,585329.0708626243285835,"886"
11167269.7411234211176634,585329.0708626243285835,11168269.7411234211176634,584329.0708626243285835,"887"
11167269.7411234211176634,584329.0708626243285835,11168269.7411234211176634,583329.0708626243285835,"888"
11167269.7411234211176634,583329.0708626243285835,11168269.7411234211176634,582329.0708626243285835,"889"
11167269.7411234211176634,582329.0708626243285835,11168269.7411234211176634,581329.0708626243285835,"890"
11167269.7411234211176634,581329.0708626243285835,11168269.7411234211176634,580329.0708626243285835,"891"
11167269.7411234211176634,580329.0708626243285835,11168269.7411234211176634,579329.0708626243285835,"892"
11167269.7411234211176634,579329.0708626243285835,11168269.7411234211176634,578329.0708626243285835,"893"
11167269.7411234211176634,578329.0708626243285835,11168269.7411234211176634,577329.0708626243285835,"894"
11167269.7411234211176634,577329.0708626243285835,11168269.7411234211176634,576329.0708626243285835,"895"
11167269.7411234211176634,576329.0708626243285835,11168269.7411234211176634,575329.0708626243285835,"896"
11167269.7411234211176634,575329.0708626243285835,11168269.7411234211176634,574329.0708626243285835,"897"
11167269.7411234211176634,574329.0708626243285835,11168269.7411234211176634,573329.0708626243285835,"898"
11167269.7411234211176634,573329.0708626243285835,11168269.7411234211176634,572329.0708626243285835,"899"
11167269.7411234211176634,572329.0708626243285835,11168269.7411234211176634,571329.0708626243285835,"900"
11167269.7411234211176634,571329.0708626243285835,11168269.7411234211176634,570329.0708626243285835,"901"
11168269.7411234211176634,623329.0708626243285835,11169269.7411234211176634,622329.0708626243285835,"902"
11168269.7411234211176634,622329.0708626243285835,11169269.7411234211176634,621329.0708626243285835,"903"
11168269.7411234211176634,621329.0708626243285835,11169269.7411234211176634,620329.0708626243285835,"904"
11168269.7411234211176634,620329.0708626243285835,11169269.7411234211176634,619329.0708626243285835,"905"
11168269.7411234211176634,619329.0708626243285835,11169269.7411234211176634,618329.0708626243285835,"906"
11168269.7411234211176634,618329.0708626243285835,11169269.7411234211176634,617329.0708626243285835,"907"
11168269.7411234211176634,617329.0708626243285835,11169269.7411234211176634,616329.0708626243285835,"908"
11168269.7411234211176634,616329.0708626243285835,11169269.7411234211176634,615329.0708626243285835,"909"
11168269.7411234211176634,615329.0708626243285835,11169269.7411234211176634,614329.0708626243285835,"910"
11168269.7411234211176634,614329.0708626243285835,11169269.7411234211176634,613329.0708626243285835,"911"
11168269.7411234211176634,613329.0708626243285835,11169269.7411234211176634,612329.0708626243285835,"912"
11168269.7411234211176634,612329.0708626243285835,11169269.7411234211176634,611329.0708626243285835,"913"
11168269.7411234211176634,611329.0708626243285835,11169269.7411234211176634,610329.0708626243285835,"914"
11168269.7411234211176634,610329.0708626243285835,11169269.7411234211176634,609329.0708626243285835,"915"
11168269.7411234211176634,609329.0708626243285835,11169269.7411234211176634,608329.0708626243285835,"916"
11168269.7411234211176634,608329.0708626243285835,11169269.7411234211176634,607329.0708626243285835,"917"
11168269.7411234211176634,607329.0708626243285835,11169269.7411234211176634,606329.0708626243285835,"918"
11168269.7411234211176634,606329.0708626243285835,11169269.7411234211176634,605329.0708626243285835,"919"
11168269.7411234211176634,605329.0708626243285835,11169269.7411234211176634,604329.0708626243285835,"920"
11168269.7411234211176634,604329.0708626243285835,11169269.7411234211176634,603329.0708626243285835,"921"
